,ForecastCurrent
3774,37.0
3775,22.125
3776,39.208332
3777,31.583334
3778,38.666668
3779,16.291666
3780,20.75
3781,4.5
3782,23.5
3783,68.333336
3784,10.416667
3785,7.333333
3786,15.916667
3787,145.666672
3788,122.083336
3789,157.375
3790,106.708336
3791,111.5
3792,93.333336
3793,69.125
3794,55.5
3795,53.125
3796,35.083332
3797,24.291666
3798,27.75
3799,20.166666
3800,15.041667
3801,20.708334
3802,12.0
3803,6.0
3804,1.583333
3805,0.541667
3806,2.875
3807,2.625
3808,0.291667
3809,1.583333
3810,0.208333
3811,1.0
3812,3.0
3813,9.25
3814,1.75
3815,3.375
3816,8.958333
3817,10.583333
3818,9.791667
3819,7.791667
3820,6.875
3821,8.583333
3822,2.375
3823,0.125
3824,0.458333
3825,1.375
3826,0.875
3827,2.375
3828,8.875
3829,11.958333
3830,4.875
3831,12.625
3832,2.041667
3833,18.375
3834,30.375
3835,30.208334
3836,30.083334
3837,49.958332
3838,67.208336
3839,48.333332
3840,41.583332
3841,46.541668
3842,53.708332
3843,45.458332
3844,62.291668
3845,53.5
3846,42.041668
3847,30.958334
3848,14.25
3849,7.125
3850,25.416666
3851,26.291666
3852,14.291667
3853,36.958332
3854,16.0
3855,6.208333
3856,15.166667
3857,66.75
3858,270.75
3859,326.833344
3860,311.75
3861,292.041656
3862,290.416656
3863,260.916656
3864,244.75
3865,247.041672
3866,312.166656
3867,348.625
3868,329.416656
3869,363.25
3870,342.958344
3871,293.333344
3872,308.666656
3873,293.666656
3874,307.458344
3875,273.458344
3876,218.458328
3877,339.583344
3878,305.291656
3879,314.0
3880,316.333344
3881,314.75
3882,254.708328
3883,246.5
3884,241.083328
3885,288.458344
3886,280.041656
3887,264.625
3888,233.333328
3889,213.5
3890,189.375
3891,144.125
3892,130.291672
3893,65.083336
3894,64.375
3895,58.333332
3896,86.041664
3897,83.958336
3898,82.125
3899,85.75
3900,151.041672
3901,276.875
3902,292.541656
3903,302.416656
3904,343.333344
3905,339.125
3906,324.458344
3907,341.375
3908,334.458344
3909,317.041656
3910,228.458328
3911,231.833328
3912,228.791672
3913,236.208328
3914,206.708328
3915,235.166672
3916,225.208328
3917,252.875
3918,261.291656
3919,228.041672
3920,229.166672
3921,281.125
3922,308.75
3923,295.541656
3924,254.666672
3925,354.875
3926,322.541656
3927,319.625
3928,293.833344
3929,295.333344
3930,292.083344
3931,297.416656
3932,337.541656
3933,320.083344
3934,346.541656
3935,323.25
3936,342.625
3937,354.458344
3938,347.458344
3939,343.875
3940,326.291656
3941,321.25
3942,312.958344
3943,302.625
3944,304.333344
3945,322.083344
3946,333.75
3947,313.958344
3948,299.291656
3949,360.041656
3950,335.125
3951,338.25
3952,291.25
3953,244.958328
3954,285.958344
3955,234.791672
3956,206.666672
3957,208.708328
3958,130.5
3959,115.5
3960,112.0
3961,111.083336
3962,90.166664
3963,54.333332
3964,50.916668
3965,94.416664
3966,61.25
3967,57.75
3968,37.125
3969,21.166666
3970,20.625
3971,15.666667
3972,4.541667
3973,13.291667
3974,14.25
3975,1.083333
3976,0.0
3977,0.0
3978,0.0
3979,0.0
3980,0.291667
3981,0.208333
3982,0.125
3983,2.0
3984,7.0
3985,4.166667
3986,2.25
3987,7.791667
3988,14.708333
3989,16.416666
3990,29.833334
3991,25.75
3992,44.791668
3993,50.375
3994,58.833332
3995,55.75
3996,51.625
3997,44.875
3998,37.958332
3999,41.25
4000,41.5
4001,38.083332
4002,28.666666
4003,27.208334
4004,19.5
4005,23.041666
4006,37.208332
4007,24.0
4008,10.791667
4009,12.625
4010,3.791667
4011,0.0
4012,0.0
4013,0.125
4014,1.0
4015,0.041667
4016,1.0
4017,0.0
4018,0.0
4019,0.416667
4020,0.541667
4021,1.833333
4022,10.0
4023,20.916666
4024,40.666668
4025,49.125
4026,57.791668
4027,67.875
4028,48.875
4029,49.083332
4030,48.125
4031,48.125
4032,60.625
4033,69.041664
4034,72.083336
4035,110.541664
4036,128.166672
4037,113.208336
4038,132.625
4039,145.458328
4040,152.041672
4041,162.083328
4042,203.125
4043,152.625
4044,87.666664
4045,99.375
4046,96.25
4047,77.458336
4048,29.25
4049,16.75
4050,40.166668
4051,13.708333
4052,3.916667
4053,2.458333
4054,5.208333
4055,20.583334
4056,21.625
4057,54.291668
4058,60.416668
4059,69.708336
4060,108.375
4061,54.25
4062,45.041668
4063,40.208332
4064,74.583336
4065,134.916672
4066,155.375
4067,103.25
4068,134.416672
4069,115.916664
4070,68.916664
4071,34.875
4072,50.541668
4073,64.958336
4074,140.833328
4075,140.75
4076,92.916664
4077,153.333328
4078,188.958328
4079,199.833328
4080,248.666672
4081,280.166656
4082,285.833344
4083,299.291656
4084,236.791672
4085,279.666656
4086,250.375
4087,245.25
4088,264.916656
4089,276.583344
4090,297.333344
4091,255.208328
4092,183.25
4093,201.125
4094,150.166672
4095,107.541664
4096,89.375
4097,83.458336
4098,99.875
4099,103.75
4100,91.291664
4101,90.291664
4102,118.958336
4103,128.333328
4104,124.041664
4105,124.083336
4106,115.0
4107,124.125
4108,71.791664
4109,63.458332
4110,69.708336
4111,72.625
4112,80.916664
4113,69.291664
4114,78.166664
4115,75.958336
4116,73.708336
4117,61.125
4118,63.166668
4119,54.916668
4120,26.291666
4121,2.083333
4122,0.333333
4123,0.0
4124,0.0
4125,1.75
4126,24.0
4127,10.708333
4128,25.166666
4129,21.416666
4130,74.375
4131,13.75
4132,38.916668
4133,93.0
4134,101.166664
4135,132.208328
4136,130.833328
4137,155.208328
4138,154.75
4139,140.208328
4140,132.25
4141,130.375
4142,185.875
4143,186.0
4144,174.875
4145,160.291672
4146,197.5
4147,128.0
4148,118.791664
4149,104.125
4150,74.958336
4151,58.75
4152,41.666668
4153,41.125
4154,34.5
4155,39.625
4156,30.583334
4157,23.333334
4158,18.833334
4159,33.625
4160,55.875
4161,66.833336
4162,56.875
4163,36.333332
4164,28.458334
4165,24.041666
4166,21.416666
4167,16.25
4168,9.416667
4169,7.25
4170,3.666667
4171,0.0
4172,0.291667
4173,1.916667
4174,0.375
4175,0.375
4176,1.875
4177,0.666667
4178,0.583333
4179,1.0
4180,1.0
4181,2.0
4182,0.375
4183,0.083333
4184,0.416667
4185,2.583333
4186,4.625
4187,5.5
4188,6.375
4189,12.5
4190,24.416666
4191,34.375
4192,45.708332
4193,53.916668
4194,43.833332
4195,29.958334
4196,36.25
4197,34.416668
4198,33.541668
4199,39.791668
4200,73.708336
4201,86.833336
4202,108.375
4203,114.291664
4204,111.791664
4205,139.333328
4206,168.791672
4207,206.5
4208,208.0
4209,234.375
4210,274.458344
4211,238.833328
4212,252.416672
4213,299.958344
4214,240.25
4215,217.666672
4216,184.25
4217,174.125
4218,159.75
4219,106.166664
4220,94.916664
4221,106.583336
4222,77.083336
4223,46.666668
4224,30.041666
4225,46.583332
4226,36.833332
4227,26.541666
4228,25.166666
4229,37.916668
4230,32.583332
4231,28.875
4232,43.041668
4233,26.208334
4234,33.916668
4235,69.125
4236,69.0
4237,112.625
4238,104.541664
4239,84.125
4240,55.625
4241,118.041664
4242,106.0
4243,44.083332
4244,40.833332
4245,31.166666
4246,32.25
4247,40.083332
4248,31.0
4249,16.791666
4250,14.25
4251,5.916667
4252,0.0
4253,11.291667
4254,9.708333
4255,15.083333
4256,11.666667
4257,19.916666
4258,20.208334
4259,36.458332
4260,26.541666
4261,35.041668
4262,40.208332
4263,33.458332
4264,21.208334
4265,9.541667
4266,18.083334
4267,21.416666
4268,3.458333
4269,26.083334
4270,52.625
4271,4.5
4272,14.5
4273,19.125
4274,31.0
4275,14.208333
4276,32.0
4277,33.75
4278,19.625
4279,8.375
4280,13.25
4281,12.708333
4282,13.583333
4283,91.708336
4284,8.916667
4285,7.0
4286,7.5
4287,7.375
4288,8.583333
4289,85.458336
4290,21.0
4291,24.916666
4292,20.875
4293,3.375
4294,0.875
4295,3.833333
4296,7.5
4297,30.041666
4298,34.708332
4299,42.875
4300,52.791668
4301,111.916664
4302,105.541664
4303,102.125
4304,98.458336
4305,141.0
4306,122.708336
4307,70.208336
4308,67.041664
4309,48.958332
4310,53.583332
4311,15.708333
4312,8.041667
4313,12.75
4314,2.625
4315,4.666667
4316,104.208336
4317,152.5
4318,151.666672
4319,219.583328
4320,256.0
4321,328.875
4322,262.791656
4323,341.25
4324,321.666656
4325,358.458344
4326,332.791656
4327,330.0
4328,354.875
4329,355.166656
4330,351.875
4331,343.916656
4332,335.291656
4333,366.958344
4334,357.458344
4335,358.416656
4336,340.125
4337,360.041656
4338,344.875
4339,366.5
4340,342.958344
4341,210.083328
4342,193.166672
4343,201.958328
4344,163.833328
4345,150.916672
4346,167.333328
4347,233.75
4348,186.125
4349,176.333328
4350,164.458328
4351,120.25
4352,116.666664
4353,80.5
4354,137.708328
4355,126.083336
4356,142.666672
4357,115.625
4358,73.083336
4359,14.625
4360,62.666668
4361,163.291672
4362,264.666656
4363,177.416672
4364,207.75
4365,262.375
4366,279.708344
4367,297.041656
4368,244.75
4369,224.5
4370,214.708328
4371,190.541672
4372,96.416664
4373,174.0
4374,95.541664
4375,85.916664
4376,66.541664
4377,44.083332
4378,15.166667
4379,16.125
4380,6.625
4381,2.708333
4382,0.416667
4383,0.208333
4384,2.791667
4385,1.625
4386,1.0
4387,11.041667
4388,10.791667
4389,3.208333
4390,15.541667
4391,16.708334
4392,48.708332
4393,51.958332
4394,85.291664
4395,39.458332
4396,30.416666
4397,15.666667
4398,7.75
4399,3.416667
4400,5.875
4401,4.333333
4402,12.375
4403,38.541668
4404,39.833332
4405,80.208336
4406,71.916664
4407,9.0
4408,10.375
4409,15.083333
4410,56.291668
4411,54.0
4412,169.625
4413,97.25
4414,125.875
4415,218.625
4416,267.375
4417,282.5
4418,300.833344
4419,340.0
4420,314.375
4421,266.125
4422,255.5
4423,294.541656
4424,339.291656
4425,353.708344
4426,325.666656
4427,304.916656
4428,336.375
4429,353.416656
4430,278.75
4431,358.875
4432,342.916656
4433,347.583344
4434,317.833344
4435,326.416656
4436,297.166656
4437,273.916656
4438,294.875
4439,288.875
4440,299.083344
4441,271.541656
4442,294.916656
4443,244.541672
4444,266.5
4445,335.375
4446,320.0
4447,323.958344
4448,353.916656
4449,360.083344
4450,336.458344
4451,341.041656
4452,335.208344
4453,344.041656
4454,343.291656
4455,348.708344
4456,340.916656
4457,344.958344
4458,302.25
4459,258.625
4460,265.458344
4461,243.416672
4462,250.0
4463,233.75
4464,218.083328
4465,259.958344
4466,278.166656
4467,265.916656
4468,259.708344
4469,235.083328
4470,223.375
4471,269.5
4472,291.125
4473,338.5
4474,308.375
4475,341.791656
4476,305.75
4477,365.875
4478,354.083344
4479,360.041656
4480,352.25
4481,356.375
4482,345.958344
4483,365.833344
4484,355.958344
4485,331.583344
4486,364.791656
4487,353.458344
4488,356.125
4489,317.0
4490,310.0
4491,309.333344
4492,269.666656
4493,243.75
4494,237.5
4495,192.708328
4496,178.041672
4497,158.125
4498,176.25
4499,165.375
4500,270.083344
4501,305.583344
4502,283.375
4503,262.708344
4504,203.666672
4505,258.916656
4506,220.125
4507,257.708344
4508,157.791672
4509,182.75
4510,153.583328
4511,208.625
4512,195.208328
4513,151.958328
4514,146.041672
4515,190.875
4516,125.25
4517,141.291672
4518,96.375
4519,130.208328
4520,128.25
4521,139.875
4522,130.5
4523,166.25
4524,149.5
4525,147.375
4526,167.666672
4527,183.833328
4528,149.5
4529,99.583336
4530,92.5
4531,96.583336
4532,80.291664
4533,68.875
4534,51.916668
4535,45.583332
4536,21.333334
4537,4.25
4538,0.166667
4539,0.75
4540,0.0
4541,0.0
4542,0.0
4543,0.0
4544,1.958333
4545,2.791667
4546,1.833333
4547,1.875
4548,5.166667
4549,17.958334
4550,18.875
4551,31.833334
4552,19.958334
4553,14.791667
4554,0.666667
4555,0.5
4556,0.0
4557,0.125
4558,0.291667
4559,1.625
4560,0.375
4561,0.625
4562,0.916667
4563,3.375
4564,3.083333
4565,6.166667
4566,22.875
4567,55.791668
4568,65.791664
4569,105.416664
4570,113.166664
4571,77.125
4572,97.166664
4573,97.666664
4574,79.375
4575,18.958334
4576,214.083328
4577,229.958328
4578,216.166672
4579,350.25
4580,324.708344
4581,323.041656
4582,352.375
4583,324.083344
4584,334.208344
4585,270.0
4586,275.666656
4587,282.166656
4588,235.666672
4589,197.083328
4590,219.083328
4591,219.166672
4592,213.541672
4593,224.166672
4594,147.583328
4595,139.125
4596,155.958328
4597,180.416672
4598,191.458328
4599,230.166672
4600,236.958328
4601,219.833328
4602,165.541672
4603,191.083328
4604,157.416672
4605,151.458328
4606,206.875
4607,196.375
4608,128.833328
4609,101.541664
4610,136.541672
4611,115.75
4612,131.041672
4613,137.083328
4614,161.375
4615,176.25
4616,152.833328
4617,188.708328
4618,183.25
4619,173.416672
4620,196.333328
4621,129.375
4622,114.875
4623,89.5
4624,131.916672
4625,127.458336
4626,178.708328
4627,179.583328
4628,171.5
4629,140.708328
4630,122.875
4631,93.375
4632,82.333336
4633,60.625
4634,55.375
4635,56.375
4636,47.083332
4637,53.083332
4638,73.583336
4639,54.291668
4640,35.25
4641,25.083334
4642,12.333333
4643,7.416667
4644,4.958333
4645,1.083333
4646,0.041667
4647,0.0
4648,3.958333
4649,3.75
4650,0.458333
4651,0.916667
4652,1.5
4653,3.416667
4654,8.916667
4655,17.0
4656,30.958334
4657,57.083332
4658,61.666668
4659,30.25
4660,20.458334
4661,18.458334
4662,13.291667
4663,11.416667
4664,8.958333
4665,2.375
4666,6.25
4667,5.625
4668,13.5
4669,44.958332
4670,28.166666
4671,72.125
4672,35.958332
4673,25.791666
4674,15.416667
4675,27.916666
4676,35.041668
4677,50.833332
4678,47.458332
4679,36.125
4680,42.833332
4681,5.958333
4682,4.583333
4683,11.791667
4684,9.666667
4685,15.666667
4686,7.791667
4687,8.375
4688,10.0
4689,9.708333
4690,2.416667
4691,2.833333
4692,6.875
4693,8.375
4694,16.375
4695,43.833332
4696,57.458332
4697,44.625
4698,13.375
4699,15.458333
4700,29.208334
4701,35.0
4702,33.583332
4703,43.0
4704,45.916668
4705,45.416668
4706,43.875
4707,46.375
4708,43.083332
4709,30.916666
4710,22.916666
4711,25.708334
4712,35.666668
4713,29.833334
4714,32.375
4715,53.083332
4716,65.125
4717,45.791668
4718,64.458336
4719,46.541668
4720,64.916664
4721,52.125
4722,51.583332
4723,38.083332
4724,43.833332
4725,34.125
4726,58.0
4727,43.291668
4728,54.833332
4729,74.583336
4730,54.708332
4731,31.583334
4732,28.791666
4733,33.083332
4734,24.0
4735,23.916666
4736,28.041666
4737,24.625
4738,42.0
4739,39.833332
4740,47.083332
4741,47.708332
4742,40.625
4743,32.208332
4744,17.583334
4745,6.5
4746,0.375
4747,0.0
4748,1.0
4749,0.0
4750,0.0
4751,0.0
4752,0.0
4753,0.041667
4754,0.0
4755,0.0
4756,0.041667
4757,0.708333
4758,0.75
4759,0.416667
4760,1.083333
4761,0.75
4762,0.583333
4763,1.583333
4764,2.208333
4765,3.791667
4766,11.0
4767,15.708333
4768,21.916666
4769,29.75
4770,53.875
4771,60.041668
4772,56.166668
4773,59.583332
4774,97.833336
4775,92.75
4776,57.916668
4777,44.625
4778,25.833334
4779,11.75
4780,10.333333
4781,10.458333
4782,12.0
4783,2.916667
4784,7.291667
4785,3.541667
4786,4.916667
4787,6.125
4788,6.375
4789,6.0
4790,34.708332
4791,35.958332
4792,30.875
4793,42.5
4794,32.541668
4795,89.916664
4796,40.375
4797,41.416668
4798,53.791668
4799,43.541668
4800,67.375
4801,17.125
4802,30.208334
4803,51.041668
4804,57.125
4805,46.416668
4806,72.916664
4807,54.666668
4808,58.5
4809,63.291668
4810,77.333336
4811,67.583336
4812,129.208328
4813,135.208328
4814,176.541672
4815,156.541672
4816,186.958328
4817,176.083328
4818,185.625
4819,187.458328
4820,175.708328
4821,146.875
4822,123.125
4823,119.5
4824,116.75
4825,67.333336
4826,110.333336
4827,105.0
4828,118.041664
4829,94.208336
4830,126.75
4831,128.791672
4832,111.208336
4833,141.833328
4834,149.833328
4835,131.708328
4836,135.75
4837,123.666664
4838,139.166672
4839,151.208328
4840,212.416672
4841,196.416672
4842,204.166672
4843,193.625
4844,189.041672
4845,141.958328
4846,111.125
4847,85.458336
4848,83.666664
4849,68.625
4850,77.166664
4851,65.833336
4852,60.291668
4853,49.125
4854,57.708332
4855,42.666668
4856,46.708332
4857,59.625
4858,66.083336
4859,56.666668
4860,55.958332
4861,56.833332
4862,76.125
4863,58.666668
4864,60.375
4865,32.041668
4866,39.375
4867,47.0
4868,45.208332
4869,49.125
4870,67.541664
4871,37.833332
4872,50.708332
4873,37.25
4874,39.458332
4875,16.958334
4876,3.625
4877,1.958333
4878,6.208333
4879,9.333333
4880,10.291667
4881,18.875
4882,20.5
4883,4.041667
4884,2.541667
4885,1.791667
4886,0.125
4887,0.708333
4888,1.375
4889,6.0
4890,19.5
4891,6.541667
4892,21.25
4893,33.208332
4894,64.541664
4895,86.291664
4896,81.666664
4897,124.0
4898,164.708328
4899,175.125
4900,132.75
4901,115.625
4902,82.541664
4903,61.75
4904,81.791664
4905,189.208328
4906,194.875
4907,192.5
4908,254.375
4909,309.25
4910,285.666656
4911,248.291672
4912,278.958344
4913,268.958344
4914,275.833344
4915,270.458344
4916,224.083328
4917,186.666672
4918,147.333328
4919,74.166664
4920,41.666668
4921,27.458334
4922,14.875
4923,0.583333
4924,0.0
4925,11.958333
4926,18.25
4927,25.0
4928,19.291666
4929,31.083334
4930,24.583334
4931,12.916667
4932,8.291667
4933,3.875
4934,7.25
4935,11.791667
4936,32.458332
4937,40.75
4938,55.208332
4939,100.125
4940,100.583336
4941,141.625
4942,82.25
4943,69.0
4944,70.75
4945,117.166664
4946,119.458336
4947,192.208328
4948,246.083328
4949,207.375
4950,164.958328
4951,151.5
4952,118.5
4953,195.25
4954,196.25
4955,91.916664
4956,25.25
4957,32.25
4958,27.625
4959,61.875
4960,108.083336
4961,134.5
4962,83.75
4963,56.125
4964,69.708336
4965,42.041668
4966,44.75
4967,42.791668
4968,45.958332
4969,38.916668
4970,36.833332
4971,16.458334
4972,4.708333
4973,2.791667
4974,13.208333
4975,15.625
4976,29.166666
4977,27.958334
4978,29.541666
4979,37.541668
4980,52.833332
4981,56.541668
4982,33.416668
4983,44.458332
4984,37.708332
4985,48.875
4986,109.458336
4987,140.583328
4988,124.041664
4989,189.875
4990,240.416672
4991,321.458344
4992,277.583344
4993,190.666672
4994,156.75
4995,122.916664
4996,162.708328
4997,177.25
4998,164.041672
4999,238.375
5000,146.333328
5001,122.916664
5002,198.666672
5003,246.166672
5004,216.041672
5005,126.041664
5006,187.875
5007,348.416656
5008,210.791672
5009,260.375
5010,270.208344
5011,328.791656
5012,288.5
5013,250.291672
5014,268.625
5015,200.125
5016,262.208344
5017,331.458344
5018,340.208344
5019,320.75
5020,327.166656
5021,337.916656
5022,332.541656
5023,342.125
5024,262.541656
5025,317.333344
5026,289.916656
5027,334.166656
5028,292.5
5029,337.208344
5030,342.083344
5031,340.333344
5032,336.125
5033,327.083344
5034,336.0
5035,332.083344
5036,301.916656
5037,282.166656
5038,298.166656
5039,269.875
5040,299.291656
5041,289.083344
5042,271.875
5043,262.833344
5044,283.125
5045,305.916656
5046,278.25
5047,277.541656
5048,249.625
5049,193.416672
5050,139.791672
5051,224.791672
5052,170.333328
5053,163.208328
5054,166.208328
5055,212.75
5056,116.708336
5057,81.708336
5058,73.208336
5059,75.916664
5060,105.25
5061,135.958328
5062,111.541664
5063,104.5
5064,99.541664
5065,58.25
5066,56.791668
5067,57.75
5068,62.5
5069,64.166664
5070,68.0
5071,55.875
5072,59.666668
5073,76.5
5074,49.958332
5075,44.5
5076,28.541666
5077,19.458334
5078,10.375
5079,3.458333
5080,0.0
5081,0.0
5082,0.0
5083,0.875
5084,2.666667
5085,6.0
5086,4.958333
5087,13.916667
5088,20.083334
5089,36.666668
5090,59.416668
5091,53.333332
5092,53.958332
5093,54.833332
5094,62.166668
5095,60.666668
5096,67.75
5097,79.166664
5098,71.291664
5099,84.291664
5100,95.791664
5101,67.75
5102,90.583336
5103,102.666664
5104,114.125
5105,165.458328
5106,231.833328
5107,209.541672
5108,223.708328
5109,71.75
5110,31.291666
5111,40.791668
5112,9.75
5113,44.833332
5114,57.875
5115,55.666668
5116,42.958332
5117,48.416668
5118,50.416668
5119,47.25
5120,49.875
5121,45.0
5122,38.291668
5123,31.125
5124,24.25
5125,17.5
5126,0.333333
5127,1.791667
5128,7.666667
5129,35.083332
5130,33.333332
5131,96.333336
5132,105.541664
5133,195.541672
5134,126.541664
5135,98.583336
5136,82.958336
5137,124.291664
5138,119.333336
5139,96.0
5140,32.333332
5141,23.458334
5142,9.666667
5143,5.125
5144,29.375
5145,53.291668
5146,47.75
5147,38.916668
5148,46.291668
5149,37.541668
5150,35.958332
5151,27.625
5152,22.416666
5153,21.083334
5154,20.041666
5155,15.041667
5156,21.583334
5157,12.875
5158,17.833334
5159,56.208332
5160,56.291668
5161,45.083332
5162,36.0
5163,20.708334
5164,10.333333
5165,4.75
5166,5.5
5167,7.291667
5168,12.666667
5169,27.583334
5170,44.708332
5171,53.041668
5172,33.541668
5173,29.666666
5174,33.166668
5175,37.083332
5176,17.041666
5177,4.625
5178,20.25
5179,40.458332
5180,47.083332
5181,35.458332
5182,19.208334
5183,16.5
5184,20.416666
5185,30.291666
5186,48.333332
5187,73.25
5188,128.875
5189,142.583328
5190,175.291672
5191,180.083328
5192,162.791672
5193,134.833328
5194,130.291672
5195,138.583328
5196,120.25
5197,97.166664
5198,93.041664
5199,68.75
5200,47.833332
5201,42.833332
5202,7.791667
5203,2.333333
5204,8.666667
5205,22.666666
5206,53.458332
5207,48.958332
5208,27.541666
5209,27.25
5210,38.458332
5211,29.958334
5212,14.583333
5213,15.625
5214,17.416666
5215,17.041666
5216,31.166666
5217,32.875
5218,38.833332
5219,25.666666
5220,15.25
5221,22.375
5222,39.708332
5223,67.625
5224,68.375
5225,74.958336
5226,183.291672
5227,210.75
5228,217.041672
5229,173.375
5230,117.5
5231,96.625
5232,55.791668
5233,49.458332
5234,30.708334
5235,20.083334
5236,4.958333
5237,4.833333
5238,4.041667
5239,4.583333
5240,2.791667
5241,2.583333
5242,5.041667
5243,28.125
5244,56.833332
5245,95.791664
5246,129.25
5247,116.0
5248,160.5
5249,131.041672
5250,123.958336
5251,71.166664
5252,68.75
5253,32.458332
5254,27.333334
5255,38.583332
5256,31.541666
5257,30.666666
5258,26.458334
5259,15.833333
5260,4.625
5261,1.458333
5262,0.208333
5263,2.0
5264,2.166667
5265,0.416667
5266,0.166667
5267,0.875
5268,3.333333
5269,0.541667
5270,0.791667
5271,0.0
5272,0.041667
5273,3.5
5274,0.166667
5275,6.708333
5276,11.958333
5277,16.458334
5278,18.125
5279,29.875
5280,33.458332
5281,20.291666
5282,20.583334
5283,14.083333
5284,21.416666
5285,27.291666
5286,17.208334
5287,16.083334
5288,4.0
5289,2.583333
5290,0.875
5291,2.25
5292,6.625
5293,2.583333
5294,1.083333
5295,7.291667
5296,6.208333
5297,17.791666
5298,27.791666
5299,30.166666
5300,32.208332
5301,30.875
5302,30.291666
5303,27.75
5304,16.666666
5305,14.333333
5306,14.875
5307,31.708334
5308,28.75
5309,24.666666
5310,18.916666
5311,37.333332
5312,45.916668
5313,33.041668
5314,50.5
5315,72.375
5316,116.875
5317,152.166672
5318,219.458328
5319,256.5
5320,242.458328
5321,229.541672
5322,124.875
5323,144.625
5324,125.583336
5325,90.0
5326,99.666664
5327,157.416672
5328,143.625
5329,132.791672
5330,111.458336
5331,166.416672
5332,132.5
5333,123.708336
5334,137.041672
5335,142.833328
5336,126.791664
5337,117.916664
5338,147.833328
5339,182.125
5340,221.708328
5341,272.416656
5342,275.083344
5343,259.458344
5344,244.125
5345,220.916672
5346,244.625
5347,229.333328
5348,194.583328
5349,182.083328
5350,136.291672
5351,108.166664
5352,86.625
5353,125.958336
5354,146.5
5355,160.0
5356,145.25
5357,122.583336
5358,90.166664
5359,69.166664
5360,94.541664
5361,136.666672
5362,183.625
5363,226.458328
5364,198.708328
5365,213.875
5366,261.458344
5367,222.75
5368,232.666672
5369,217.541672
5370,197.125
5371,181.041672
5372,120.083336
5373,79.833336
5374,78.0
5375,54.208332
5376,62.208332
5377,81.375
5378,78.875
5379,97.625
5380,118.5
5381,135.416672
5382,122.666664
5383,131.958328
5384,150.083328
5385,155.708328
5386,188.583328
5387,194.375
5388,160.166672
5389,148.125
5390,160.75
5391,162.958328
5392,172.625
5393,140.25
5394,148.166672
5395,114.208336
5396,67.25
5397,40.291668
5398,30.833334
5399,42.833332
5400,48.958332
5401,54.583332
5402,78.583336
5403,80.958336
5404,83.625
5405,72.5
5406,54.25
5407,53.5
5408,44.375
5409,36.625
5410,24.708334
5411,25.625
5412,25.375
5413,22.208334
5414,29.166666
5415,18.875
5416,20.75
5417,29.625
5418,24.083334
5419,23.416666
5420,25.875
5421,18.375
5422,14.625
5423,15.375
5424,18.125
5425,13.541667
5426,9.333333
5427,3.25
5428,4.125
5429,0.458333
5430,1.166667
5431,1.0
5432,3.625
5433,3.75
5434,3.625
5435,17.416666
5436,29.666666
5437,43.958332
5438,59.0
5439,75.5
5440,78.125
5441,72.666664
5442,65.958336
5443,73.541664
5444,75.333336
5445,74.208336
5446,78.291664
5447,77.166664
5448,49.708332
5449,33.625
5450,36.25
5451,33.791668
5452,30.5
5453,17.041666
5454,10.958333
5455,5.458333
5456,17.666666
5457,21.458334
5458,30.666666
5459,35.625
5460,64.083336
5461,103.583336
5462,137.833328
5463,135.833328
5464,158.625
5465,226.291672
5466,208.25
5467,170.0
5468,181.5
5469,183.625
5470,120.958336
5471,100.75
5472,85.791664
5473,70.375
5474,57.291668
5475,73.083336
5476,66.5
5477,69.416664
5478,57.958332
5479,57.708332
5480,69.208336
5481,70.041664
5482,58.333332
5483,86.833336
5484,101.041664
5485,171.375
5486,227.0
5487,250.583328
5488,250.0
5489,251.416672
5490,253.208328
5491,162.666672
5492,155.708328
5493,65.0
5494,39.208332
5495,12.166667
5496,7.333333
5497,13.458333
5498,20.833334
5499,26.375
5500,30.625
5501,26.458334
5502,21.708334
5503,28.208334
5504,30.708334
5505,2.708333
5506,3.041667
5507,5.833333
5508,3.666667
5509,0.583333
5510,0.333333
5511,0.5
5512,1.083333
5513,1.541667
5514,2.333333
5515,17.041666
5516,28.916666
5517,18.708334
5518,34.166668
5519,17.041666
5520,12.5
5521,7.416667
5522,12.25
5523,12.625
5524,10.625
5525,6.375
5526,0.0
5527,1.583333
5528,0.791667
5529,0.458333
5530,1.0
5531,0.291667
5532,1.0
5533,0.0
5534,0.0
5535,0.416667
5536,0.916667
5537,5.458333
5538,12.083333
5539,19.041666
5540,24.708334
5541,53.083332
5542,108.125
5543,81.333336
5544,55.208332
5545,87.916664
5546,100.708336
5547,105.541664
5548,117.333336
5549,117.083336
5550,128.0
5551,97.125
5552,122.125
5553,138.625
5554,93.208336
5555,59.583332
5556,43.291668
5557,7.5
5558,30.375
5559,13.791667
5560,1.125
5561,0.625
5562,1.083333
5563,2.0
5564,9.125
5565,5.5
5566,6.083333
5567,8.375
5568,26.541666
5569,38.083332
5570,46.5
5571,73.0
5572,117.125
5573,112.416664
5574,102.875
5575,15.0
5576,18.458334
5577,16.625
5578,20.416666
5579,17.166666
5580,4.625
5581,45.208332
5582,35.5
5583,28.666666
5584,41.125
5585,23.291666
5586,53.166668
5587,70.416664
5588,75.166664
5589,154.708328
5590,44.541668
5591,44.583332
5592,28.708334
5593,4.291667
5594,2.083333
5595,6.208333
5596,23.5
5597,51.416668
5598,107.916664
5599,107.291664
5600,119.208336
5601,159.291672
5602,138.208328
5603,194.875
5604,133.083328
