,Price for consumption [EUR/MWh] - MBA|DK2
4101,50.0
4102,46.63
4103,39.28
4104,34.3
4105,25.0
4106,25.0
4107,23.0
4108,23.0
4109,25.0
4110,25.0
4111,26.0
4112,26.0
4113,26.0
4114,26.0
4115,27.0
4116,27.0
4117,27.0
4118,27.0
4119,24.0
4120,20.0
4121,20.0
4122,22.0
4123,22.0
4124,20.0
4125,15.0
4126,15.0
4127,18.0
4128,19.0
4129,19.0
4130,19.0
4131,1.7
4132,-10.0
4133,-9.0
4134,9.29
4135,23.4
4136,8.26
4137,8.26
4138,8.26
4139,8.26
4140,8.26
4141,0.0
4142,0.0
4143,-0.8
4144,11.1
4145,14.0
4146,34.73
4147,37.91
4148,35.38
4149,26.0
4150,24.5
4151,24.5
4152,30.0
4153,30.0
4154,26.02
4155,25.33
4156,22.0
4157,21.81
4158,21.19
4159,21.0
4160,21.0
4161,17.0
4162,17.0
4163,17.0
4164,17.0
4165,18.0
4166,27.0
4167,26.0
4168,26.48
4169,22.0
4170,22.0
4171,25.1
4172,25.1
4173,25.1
4174,25.1
4175,26.0
4176,22.0
4177,18.0
4178,18.0
4179,18.0
4180,20.0
4181,24.0
4182,27.0
4183,29.97
4184,29.0
4185,31.0
4186,32.04
4187,33.47
4188,33.46
4189,33.03
4190,32.82
4191,32.22
4192,32.78
4193,35.34
4194,28.42
4195,28.42
4196,28.42
4197,28.42
4198,28.42
4199,25.84
4200,24.5
4201,24.78
4202,20.0
4203,20.0
4204,12.0
4205,19.0
4206,33.5
4207,30.56
4208,31.5
4209,40.96
4210,40.5
4211,36.8
4212,38.5
4213,38.5
4214,38.5
4215,38.5
4216,36.93
4217,49.22
4218,251.81
4219,251.81
4220,281.14
4221,93.76
4222,52.9
4223,45.17
4224,33.0
4225,33.5
4226,35.62
4227,35.62
4228,31.0
4229,30.87
4230,44.45
4231,59.82
4232,60.08
4233,48.44
4234,38.09
4235,36.7
4236,35.08
4237,33.09
4238,31.88
4239,34.8
4240,34.0
4241,28.5
4242,29.0
4243,30.73
4244,30.04
4245,29.36
4246,27.82
4247,15.84
4248,23.24
4249,27.2
4250,28.0
4251,21.32
4252,8.5
4253,8.5
4254,23.0
4255,24.0
4256,27.0
4257,36.5
4258,34.56
4259,30.0
4260,30.0
4261,30.0
4262,30.91
4263,27.1
4264,26.5
4265,26.5
4266,26.5
4267,26.5
4268,26.5
4269,26.5
4270,29.0
4271,27.38
4272,25.0
4273,22.71
4274,22.71
4275,22.71
4276,22.37
4277,24.4
4278,48.22
4279,61.98
4280,61.66
4281,49.28
4282,28.91
4283,28.91
4284,28.91
4285,27.7
4286,26.84
4287,25.59
4288,34.4
4289,28.39
4290,54.13
4291,66.53
4292,66.06
4293,54.73
4294,48.54
4295,39.05
4296,23.0
4297,21.0
4298,20.94
4299,21.0
4300,21.0
4301,21.0
4302,21.0
4303,22.0
4304,22.7
4305,23.0
4306,23.0
4307,23.0
4308,24.5
4309,19.0
4310,18.0
4311,17.2
4312,18.0
4313,30.18
4314,22.7
4315,22.7
4316,22.7
4317,22.0
4318,22.0
4319,21.24
4320,30.41
4321,26.9
4322,25.8
4323,26.0
4324,26.0
4325,24.18
4326,25.72
4327,25.8
4328,26.0
4329,28.81
4330,28.81
4331,28.0
4332,28.0
4333,23.58
4334,-17.42
4335,-14.61
4336,-23.45
4337,-12.06
4338,29.0
4339,27.26
4340,27.5
4341,27.94
4342,27.98
4343,23.0
4344,19.55
4345,19.0
4346,26.3
4347,28.5
4348,28.5
4349,28.5
4350,27.7
4351,25.21
4352,26.5
4353,26.0
4354,35.0
4355,32.41
4356,28.52
4357,25.6
4358,23.5
4359,23.5
4360,26.72
4361,27.5
4362,28.04
4363,26.4
4364,24.5
4365,24.5
4366,23.5
4367,17.0
4368,17.0
4369,20.0
4370,20.0
4371,20.0
4372,20.57
4373,21.36
4374,24.29
4375,23.5
4376,22.5
4377,23.23
4378,28.82
4379,29.79
4380,28.11
4381,28.84
4382,28.82
4383,22.5
4384,22.2
4385,22.2
4386,22.5
4387,22.5
4388,22.5
4389,22.5
4390,22.5
4391,24.5
4392,26.12
4393,25.7
4394,25.37
4395,20.5
4396,20.3
4397,20.5
4398,24.0
4399,31.35
4400,31.8
4401,31.8
4402,26.0
4403,26.0
4404,27.0
4405,24.93
4406,24.2
4407,24.2
4408,24.2
4409,28.99
4410,28.0
4411,28.0
4412,27.47
4413,27.47
4414,31.7
4415,30.31
4416,27.78
4417,27.29
4418,26.82
4419,29.5
4420,29.5
4421,29.5
4422,28.47
4423,29.62
4424,26.89
4425,26.5
4426,26.5
4427,26.6
4428,27.1
4429,28.0
4430,27.92
4431,28.4
4432,28.4
4433,28.8
4434,29.15
4435,29.02
4436,32.5
4437,32.5
4438,30.0
4439,27.26
4440,26.19
4441,30.0
4442,30.0
4443,30.0
4444,30.0
4445,30.0
4446,40.49
4447,42.89
4448,45.92
4449,26.0
4450,26.0
4451,26.0
4452,26.0
4453,187.6
4454,27.49
4455,31.8
4456,31.0
4457,30.41
4458,30.41
4459,30.47
4460,31.8
4461,31.8
4462,31.8
4463,31.8
4464,32.5
4465,32.5
4466,32.0
4467,32.0
4468,32.0
4469,32.0
4470,31.5
4471,29.03
4472,31.05
4473,32.0
4474,29.7
4475,23.88
4476,23.52
4477,23.88
4478,29.5
4479,30.0
4480,29.39
4481,30.0
4482,29.75
4483,30.03
4484,29.02
4485,28.79
4486,29.19
4487,28.39
4488,30.0
4489,30.0
4490,28.0
4491,28.0
4492,23.36
4493,23.6
4494,21.82
4495,29.0
4496,29.0
4497,32.0
4498,32.0
4499,32.0
4500,31.4
4501,27.74
4502,20.77
4503,20.77
4504,20.77
4505,23.0
4506,26.0
4507,32.89
4508,32.89
4509,33.01
4510,32.5
4511,31.5
4512,31.0
4513,32.0
4514,32.0
4515,32.0
4516,31.15
4517,29.16
4518,31.4
4519,39.06
4520,39.99
4521,38.59
4522,40.5
4523,39.94
4524,38.68
4525,30.0
4526,30.0
4527,33.76
4528,34.47
4529,34.92
4530,37.08
4531,41.87
4532,36.86
4533,36.86
4534,35.0
4535,26.0
4536,26.42
4537,26.42
4538,26.17
4539,26.34
4540,31.0
4541,31.07
4542,36.16
4543,43.95
4544,44.06
4545,41.33
4546,41.33
4547,40.81
4548,40.81
4549,40.81
4550,34.75
4551,34.24
4552,37.19
4553,37.19
4554,40.34
4555,28.93
4556,47.9
4557,45.99
4558,43.88
4559,36.66
4560,32.88
4561,33.9
4562,34.8
4563,34.8
4564,32.23
4565,28.3
4566,28.0
4567,28.0
4568,28.86
4569,29.5
4570,29.89
4571,30.6
4572,28.0
4573,28.0
4574,28.0
4575,28.0
4576,28.0
4577,29.9
4578,48.95
4579,31.95
4580,31.0
4581,48.06
4582,47.73
4583,61.42
4584,62.83
4585,30.5
4586,30.5
4587,30.5
4588,30.5
4589,30.5
4590,42.41
4591,50.92
4592,71.44
4593,52.84
4594,51.78
4595,72.96
4596,133.99
4597,160.79
4598,72.89
4599,72.15
4600,80.39
4601,49.9
4602,33.0
4603,33.0
4604,33.0
4605,32.0
4606,73.69
4607,71.37
4608,134.06
4609,93.75
4610,83.03
4611,37.33
4612,120.53
4613,37.83
4614,48.39
4615,33.0
4616,32.17
4617,33.09
4618,33.09
4619,35.5
4620,35.8
4621,34.7
4622,34.76
4623,35.0
4624,32.0
4625,32.0
4626,33.8
4627,35.5
4628,32.0
4629,32.0
4630,32.1
4631,32.1
4632,34.3
4633,32.0
4634,32.0
4635,27.0
4636,29.0
4637,29.5
4638,29.5
4639,31.0
4640,32.23
4641,33.3
4642,33.0
4643,34.0
4644,36.87
4645,33.1
4646,29.0
4647,27.5
4648,27.5
4649,29.5
4650,31.22
4651,34.8
4652,34.0
4653,33.3
4654,33.3
4655,33.0
4656,35.85
4657,35.04
4658,34.05
4659,33.77
4660,24.0
4661,24.0
4662,28.5
4663,30.0
4664,38.0
4665,39.0
4666,39.0
4667,34.0
4668,34.0
4669,36.13
4670,35.36
4671,36.0
4672,35.31
4673,33.0
4674,33.2
4675,33.2
4676,33.26
4677,34.0
4678,34.0
4679,34.0
4680,32.0
4681,32.0
4682,28.0
4683,27.0
4684,27.0
4685,31.18
4686,34.0
4687,33.78
4688,33.78
4689,34.2
4690,34.2
4691,34.2
4692,34.2
4693,35.5
4694,35.5
4695,36.0
4696,36.0
4697,36.0
4698,38.78
4699,38.72
4700,34.5
4701,34.0
4702,34.0
4703,33.3
4704,32.0
4705,28.0
4706,28.0
4707,28.0
4708,28.0
4709,28.0
4710,32.0
4711,32.22
4712,32.22
4713,33.1
4714,34.3
4715,36.0
4716,37.0
4717,36.38
4718,36.38
4719,34.3
4720,34.3
4721,34.82
4722,35.5
4723,35.5
4724,35.86
4725,35.86
4726,35.5
4727,35.5
4728,35.5
4729,38.87
4730,38.12
4731,33.6
4732,33.6
4733,34.0
4734,34.0
4735,53.92
4736,86.38
4737,56.79
4738,48.78
4739,47.7
4740,35.0
4741,35.0
4742,35.3
4743,36.03
4744,36.1
4745,36.1
4746,52.0
4747,36.7
4748,36.7
4749,36.2
4750,77.34
4751,73.65
4752,38.1
4753,39.0
4754,35.0
4755,35.0
4756,35.0
4757,35.32
4758,34.2
4759,35.0
4760,35.0
4761,34.7
4762,34.7
4763,35.0
4764,35.0
4765,35.32
4766,35.0
4767,35.0
4768,35.0
4769,47.91
4770,49.94
4771,54.79
4772,54.02
4773,35.0
4774,35.0
4775,35.0
4776,35.0
4777,35.0
4778,35.0
4779,35.0
4780,36.68
4781,37.87
4782,42.84
4783,52.07
4784,60.26
4785,70.35
4786,37.0
4787,47.03
4788,44.01
4789,38.2
4790,41.5
4791,41.5
4792,41.5
4793,46.21
4794,51.27
4795,55.0
4796,53.99
4797,35.28
4798,35.28
4799,35.28
4800,35.5
4801,35.5
4802,32.76
4803,31.0
4804,31.0
4805,28.1
4806,28.1
4807,30.5
4808,32.0
4809,33.0
4810,33.5
4811,36.01
4812,35.31
4813,32.5
4814,33.5
4815,34.24
4816,37.5
4817,33.28
4818,40.56
4819,40.56
4820,39.0
4821,39.0
4822,37.95
4823,33.8
4824,34.0
4825,37.5
4826,37.5
4827,37.5
4828,30.99
4829,31.55
4830,29.1
4831,29.1
4832,32.5
4833,38.7
4834,38.7
4835,36.34
4836,35.42
4837,34.54
4838,33.48
4839,32.9
4840,33.84
4841,32.0
4842,36.44
4843,34.5
4844,34.5
4845,34.5
4846,35.1
4847,34.0
4848,32.6
4849,33.26
4850,30.0
4851,30.0
4852,30.0
4853,33.26
4854,34.2
4855,34.2
4856,34.2
4857,34.2
4858,34.5
4859,33.26
4860,80.41
4861,73.7
4862,33.0
4863,34.0
4864,35.0
4865,35.0
4866,48.98
4867,107.21
4868,38.31
4869,38.12
4870,38.05
4871,38.04
4872,37.96
4873,37.58
4874,36.98
4875,39.5
4876,39.5
4877,37.7
4878,34.2
4879,34.2
4880,34.2
4881,34.2
4882,35.86
4883,35.86
4884,36.2
4885,36.0
4886,35.9
4887,35.8
4888,44.9
4889,52.97
4890,57.71
4891,62.98
4892,63.41
4893,98.31
4894,107.15
4895,107.15
4896,107.15
4897,80.36
4898,38.48
4899,38.14
4900,37.94
4901,36.17
4902,35.5
4903,34.9
4904,35.0
4905,36.17
4906,37.0
4907,47.46
4908,45.65
4909,36.5
4910,36.5
4911,36.5
4912,36.5
4913,57.75
4914,68.13
4915,193.54
4916,134.07
4917,59.36
4918,57.81
4919,49.8
4920,45.62
4921,36.8
4922,36.58
4923,36.8
4924,36.8
4925,35.5
4926,34.5
4927,34.4
4928,35.8
4929,56.7
4930,52.78
4931,50.65
4932,37.2
4933,98.33
4934,93.77
4935,47.78
4936,50.15
4937,56.85
4938,98.33
4939,71.22
4940,200.94
4941,83.72
4942,35.0
4943,35.0
4944,35.0
4945,37.73
4946,37.19
4947,36.57
4948,36.37
4949,38.49
4950,192.1
4951,134.1
4952,278.64
4953,200.95
4954,106.5
4955,48.31
4956,37.0
4957,36.83
4958,36.83
4959,36.83
4960,36.83
4961,36.83
4962,52.07
4963,53.62
4964,52.06
4965,48.97
4966,48.14
4967,41.5
4968,39.01
4969,37.59
4970,37.01
4971,36.04
4972,35.1
4973,35.28
4974,34.2
4975,36.05
4976,40.24
4977,42.3
4978,41.0
4979,33.6
4980,34.0
4981,36.83
4982,32.92
4983,32.74
4984,33.85
4985,36.79
4986,38.29
4987,38.94
4988,37.91
4989,40.0
4990,40.0
4991,39.5
4992,40.0
4993,40.72
4994,40.0
4995,26.27
4996,39.17
4997,39.0
4998,38.0
4999,41.23
5000,41.23
5001,41.23
5002,42.5
5003,42.5
5004,42.27
5005,40.72
5006,40.5
5007,40.0
5008,42.0
5009,42.4
5010,45.0
5011,45.0
5012,45.3
5013,45.0
5014,43.0
5015,41.5
5016,29.4
5017,29.4
5018,29.5
5019,29.9
5020,34.8
5021,32.0
5022,35.0
5023,35.5
5024,67.71
5025,51.51
5026,48.84
5027,48.29
5028,47.35
5029,45.72
5030,45.3
5031,37.63
5032,36.08
5033,36.08
5034,36.08
5035,38.0
5036,60.5
5037,200.9
5038,234.38
5039,134.07
5040,35.0
5041,34.0
5042,32.0
5043,32.0
5044,80.36
5045,133.79
5046,67.73
5047,34.05
5048,35.0
5049,35.0
5050,35.2
5051,37.0
5052,37.0
5053,37.0
5054,37.0
5055,41.5
5056,36.5
5057,36.5
5058,36.5
5059,37.66
5060,36.0
5061,36.0
5062,36.0
5063,35.0
5064,35.0
5065,32.87
5066,32.0
5067,32.0
5068,32.0
5069,32.3
5070,33.0
5071,35.0
5072,133.94
5073,37.3
5074,39.0
5075,50.71
5076,47.7
5077,93.62
5078,133.94
5079,40.17
5080,36.98
5081,36.98
5082,52.02
5083,55.93
5084,65.71
5085,69.95
5086,54.51
5087,42.62
5088,39.0
5089,41.5
5090,41.5
5091,41.5
5092,41.5
5093,38.39
5094,37.8
5095,46.92
5096,46.81
5097,38.32
5098,40.83
5099,40.83
5100,40.49
5101,40.54
5102,40.2
5103,40.11
5104,42.5
5105,38.0
5106,38.0
5107,37.3
5108,37.3
5109,37.3
5110,36.79
5111,36.79
5112,36.3
5113,38.89
5114,36.0
5115,36.0
5116,60.27
5117,80.36
5118,36.0
5119,36.0
5120,36.1
5121,37.4
5122,36.0
5123,36.0
5124,37.4
5125,39.9
5126,37.77
5127,36.0
5128,36.0
5129,36.0
5130,40.6
5131,39.1
5132,39.9
5133,40.58
5134,40.3
5135,39.2
5136,38.96
5137,38.16
5138,42.0
5139,42.0
5140,41.0
5141,37.87
5142,40.41
5143,41.42
5144,38.97
5145,39.73
5146,39.87
5147,39.61
5148,39.42
5149,39.14
5150,38.95
5151,38.91
5152,38.89
5153,38.96
5154,39.75
5155,41.08
5156,40.5
5157,37.38
5158,41.96
5159,39.47
5160,38.93
5161,38.04
5162,40.5
5163,37.18
5164,37.06
5165,36.48
5166,33.0
5167,34.0
5168,38.69
5169,39.63
5170,40.03
5171,40.02
5172,39.98
5173,39.46
5174,39.3
5175,39.2
5176,39.12
5177,39.32
5178,39.98
5179,42.0
5180,44.87
5181,47.0
5182,46.76
5183,37.0
5184,33.78
5185,31.0
5186,33.0
5187,36.56
5188,36.81
5189,35.0
5190,37.0
5191,37.31
5192,56.02
5193,46.0
5194,46.0
5195,46.0
5196,45.22
5197,47.24
5198,43.87
5199,44.32
5200,44.93
5201,46.28
5202,53.0
5203,51.11
5204,55.0
5205,51.13
5206,45.0
5207,42.8
5208,80.36
5209,37.83
5210,36.91
5211,36.83
5212,36.78
5213,38.47
5214,39.4
5215,49.2
5216,147.33
5217,54.0
5218,52.0
5219,41.27
5220,40.15
5221,39.97
5222,39.93
5223,39.95
5224,40.13
5225,43.74
5226,48.93
5227,51.78
5228,53.87
5229,52.99
5230,49.12
5231,40.97
5232,38.26
5233,36.28
5234,35.76
5235,35.76
5236,37.61
5237,37.59
5238,35.5
5239,36.1
5240,44.98
5241,44.98
5242,44.34
5243,37.0
5244,37.0
5245,42.84
5246,40.73
5247,41.15
5248,42.05
5249,37.11
5250,35.5
5251,35.5
5252,35.5
5253,35.5
5254,37.11
5255,33.6
5256,30.61
5257,30.61
5258,30.61
5259,30.61
5260,30.61
5261,33.12
5262,33.0
5263,35.0
5264,35.0
5265,40.32
5266,40.3
5267,39.91
5268,39.94
5269,39.73
5270,39.12
5271,38.84
5272,32.12
5273,33.0
5274,33.2
5275,34.5
5276,38.1
5277,43.63
5278,39.3
5279,38.12
5280,36.23
5281,35.0
5282,33.97
5283,38.41
5284,35.5
5285,37.26
5286,247.46
5287,53.92
5288,98.0
5289,46.89
5290,43.2
5291,40.4
5292,40.34
5293,40.13
5294,40.0
5295,40.0
5296,40.0
5297,40.81
5298,43.66
5299,43.4
5300,40.07
5301,37.7
5302,34.0
5303,30.43
5304,34.87
5305,34.67
5306,33.92
5307,32.73
5308,31.7
5309,31.42
5310,37.5
5311,38.0
5312,40.0
5313,41.0
5314,41.07
5315,41.07
5316,41.0
5317,39.57
5318,39.57
5319,38.9
5320,40.0
5321,40.57
5322,39.5
5323,40.0
5324,40.0
5325,39.0
5326,37.0
5327,32.01
5328,28.84
5329,16.05
5330,0.0
5331,-7.0
5332,-7.0
5333,-7.0
5334,-7.0
5335,21.19
5336,22.0
5337,27.0
5338,38.12
5339,38.12
5340,37.12
5341,31.96
5342,31.62
5343,32.47
5344,32.61
5345,32.8
5346,35.97
5347,42.63
5348,38.7
5349,41.0
5350,41.0
5351,40.0
5352,29.0
5353,29.0
5354,22.0
5355,22.0
5356,24.0
5357,32.32
5358,38.2
5359,46.03
5360,40.52
5361,38.71
5362,38.5
5363,34.0
5364,34.0
5365,36.42
5366,39.5
5367,34.8
5368,33.5
5369,34.0
5370,60.54
5371,34.0
5372,33.5
5373,96.88
5374,120.6
5375,187.6
5376,34.97
5377,34.01
5378,25.01
5379,26.01
5380,28.5
5381,31.0
5382,36.0
5383,52.96
5384,49.97
5385,40.85
5386,36.3
5387,35.0
5388,34.5
5389,37.68
5390,36.99
5391,36.71
5392,39.0
5393,39.0
5394,39.0
5395,34.0
5396,34.0
5397,47.92
5398,42.16
5399,31.01
5400,27.5
5401,23.0
5402,18.98
5403,18.98
5404,23.0
5405,29.0
5406,34.3
5407,49.42
5408,45.84
5409,32.2
5410,32.2
5411,31.96
5412,31.9
5413,33.7
5414,34.0
5415,30.0
5416,29.0
5417,31.0
5418,49.26
5419,65.18
5420,67.93
5421,52.74
5422,39.97
5423,35.95
5424,33.01
5425,31.45
5426,33.0
5427,34.0
5428,34.0
5429,34.0
5430,36.55
5431,37.05
5432,38.0
5433,37.05
5434,35.62
5435,37.5
5436,38.0
5437,36.05
5438,35.67
5439,36.0
5440,36.0
5441,37.05
5442,37.05
5443,38.99
5444,40.91
5445,41.0
5446,41.0
5447,33.33
5448,31.11
5449,29.53
5450,33.0
5451,33.0
5452,29.93
5453,28.0
5454,34.88
5455,41.02
5456,253.3
5457,253.3
5458,36.91
5459,35.76
5460,35.63
5461,35.12
5462,34.46
5463,34.35
5464,34.05
5465,36.64
5466,46.97
5467,57.91
5468,52.37
5469,45.29
5470,36.76
5471,28.0
5472,37.1
5473,36.5
5474,36.0
5475,18.0
5476,13.91
5477,32.0
5478,29.58
5479,32.09
5480,37.8
5481,38.5
5482,38.6
5483,38.5
5484,38.0
5485,38.0
5486,38.0
5487,38.0
5488,38.0
5489,38.0
5490,38.0
5491,35.41
5492,37.95
5493,39.68
5494,36.92
5495,33.29
5496,36.97
5497,34.0
5498,34.0
5499,34.0
5500,34.0
5501,34.0
5502,23.0
5503,36.97
5504,36.97
5505,36.97
5506,37.0
5507,37.0
5508,37.0
5509,36.97
5510,38.0
5511,38.0
5512,39.0
5513,39.5
5514,39.5
5515,38.0
5516,38.19
5517,31.0
5518,30.6
5519,27.98
5520,29.59
5521,37.0
5522,37.5
5523,37.5
5524,37.1
5525,35.97
5526,38.47
5527,43.89
5528,41.89
5529,40.97
5530,35.71
5531,32.4
5532,32.4
5533,32.4
5534,35.97
5535,35.35
5536,34.69
5537,34.85
5538,37.08
5539,33.48
5540,33.0
5541,33.0
5542,32.0
5543,32.0
5544,31.38
5545,29.74
5546,29.58
5547,28.67
5548,30.08
5549,33.33
5550,37.65
5551,45.75
5552,48.31
5553,45.13
5554,34.0
5555,32.0
5556,30.0
5557,30.0
5558,30.0
5559,30.0
5560,38.0
5561,44.97
5562,50.05
5563,53.86
5564,54.28
5565,48.94
5566,40.61
5567,31.0
5568,33.07
5569,33.11
5570,32.01
5571,35.0
5572,35.0
5573,35.0
5574,41.56
5575,57.0
5576,56.11
5577,41.95
5578,34.5
5579,34.5
5580,33.0
5581,31.6
5582,31.1
5583,31.0
5584,31.0
5585,40.62
5586,50.04
5587,66.75
5588,68.91
5589,34.5
5590,34.0
5591,32.0
5592,33.26
5593,32.35
5594,34.0
5595,34.0
5596,34.0
5597,34.37
5598,33.6
5599,34.0
5600,34.19
5601,36.71
5602,35.7
5603,35.59
5604,35.53
5605,35.8
5606,35.6
5607,33.0
5608,30.67
5609,37.0
5610,42.47
5611,55.36
5612,51.81
5613,107.3
5614,38.48
5615,33.95
5616,34.21
5617,34.21
5618,34.21
5619,34.21
5620,34.21
5621,34.06
5622,34.0
5623,33.0
5624,33.5
5625,38.0
5626,40.0
5627,38.0
5628,37.5
5629,36.51
5630,35.08
5631,34.0
5632,37.32
5633,40.47
5634,48.75
5635,34.0
5636,33.0
5637,33.0
5638,33.0
5639,33.71
5640,34.07
5641,31.92
5642,30.86
5643,34.0
5644,34.0
5645,34.0
5646,34.0
5647,36.0
5648,37.23
5649,37.23
5650,37.0
5651,36.32
5652,36.16
5653,35.86
5654,35.54
5655,35.52
5656,29.8
5657,31.19
5658,36.93
5659,42.39
5660,38.75
5661,36.29
5662,35.21
5663,31.67
5664,31.37
5665,25.0
5666,22.0
5667,22.0
5668,22.0
5669,28.96
5670,17.0
5671,22.0
5672,36.22
5673,37.73
5674,37.73
5675,37.73
5676,34.82
5677,33.38
5678,34.71
5679,34.71
5680,34.7
5681,35.33
5682,40.71
5683,47.13
5684,46.99
5685,40.94
5686,38.0
5687,37.0
5688,114.01
5689,35.21
5690,35.5
5691,35.5
5692,36.22
5693,36.22
5694,50.07
5695,69.32
5696,61.99
5697,49.18
5698,50.0
5699,50.3
5700,50.3
5701,45.5
5702,60.0
5703,58.4
5704,60.36
5705,96.98
5706,93.89
5707,67.13
5708,59.46
5709,55.65
5710,47.87
5711,31.69
5712,33.0
5713,33.0
5714,34.91
5715,34.67
5716,34.96
5717,35.91
5718,45.23
5719,35.36
5720,35.36
5721,93.88
5722,120.71
5723,120.71
5724,51.4
5725,51.6
5726,180.0
5727,180.0
5728,180.0
5729,92.68
5730,107.16
5731,107.16
5732,93.88
5733,51.2
5734,46.18
5735,37.49
5736,30.0
5737,29.0
5738,29.0
5739,27.0
5740,27.0
5741,29.0
5742,31.1
5743,31.5
5744,39.2
5745,39.2
5746,134.1
5747,143.62
5748,134.1
5749,44.73
5750,45.0
5751,45.6
5752,48.83
5753,55.92
5754,69.85
5755,80.01
5756,73.08
5757,33.66
5758,31.05
5759,30.05
5760,29.5
5761,28.0
5762,39.09
5763,40.34
5764,34.39
5765,35.39
5766,34.0
5767,107.28
5768,93.73
5769,93.73
5770,90.0
5771,50.01
5772,42.12
5773,50.0
5774,50.0
5775,49.2
5776,44.66
5777,44.0
5778,31.2
5779,31.2
5780,31.6
5781,50.96
5782,44.95
5783,31.6
5784,32.01
5785,33.1
5786,52.07
5787,37.0
5788,37.0
5789,35.29
5790,48.58
5791,51.28
5792,33.9
5793,33.9
5794,35.0
5795,34.2
5796,33.0
5797,33.0
5798,30.0
5799,30.0
5800,30.5
5801,36.1
5802,36.6
5803,33.0
5804,33.4
5805,33.4
5806,30.62
5807,30.39
5808,134.12
5809,32.66
5810,23.41
5811,22.0
5812,19.92
5813,14.0
5814,20.0
5815,29.0
5816,29.0
5817,37.0
5818,37.0
5819,35.49
5820,33.0
5821,30.0
5822,30.0
5823,29.38
5824,29.38
5825,32.37
5826,40.68
5827,47.21
5828,228.01
5829,160.95
5830,37.07
5831,23.0
5832,13.5
5833,0.0
5834,-6.98
5835,0.0
5836,4.99
5837,16.0
5838,13.5
5839,13.5
5840,22.0
5841,36.41
5842,40.0
5843,40.9
5844,35.0
5845,34.27
5846,33.74
5847,32.99
5848,37.5
5849,40.9
5850,40.9
5851,30.7
5852,30.9
5853,32.92
5854,32.92
5855,32.74
5856,33.0
5857,33.0
5858,33.0
5859,33.0
5860,26.26
5861,29.96
5862,38.21
5863,34.28
5864,32.0
5865,32.0
5866,32.5
5867,32.8
5868,31.2
5869,31.2
5870,33.0
5871,33.0
5872,32.0
5873,31.9
5874,33.0
5875,32.0
5876,32.0
5877,34.28
5878,33.92
5879,30.5
5880,31.6
5881,34.22
5882,33.58
5883,34.11
5884,34.79
5885,35.63
5886,37.5
5887,34.0
5888,34.5
5889,42.0
5890,42.0
5891,34.5
5892,34.4
5893,33.0
5894,31.5
5895,31.5
5896,34.4
5897,31.2
5898,31.2
5899,32.0
5900,31.0
5901,31.0
5902,32.0
5903,35.0
5904,25.0
5905,21.0
5906,19.0
5907,19.0
5908,22.97
5909,32.3
5910,32.0
5911,62.8
5912,66.18
5913,43.5
5914,35.0
5915,35.0
5916,40.65
5917,36.0
5918,36.0
5919,36.0
5920,36.0
5921,38.97
5922,41.44
5923,41.44
5924,40.67
5925,31.1
5926,31.0
5927,31.0
5928,33.54
5929,33.54
5930,33.0
5931,32.04
5932,32.04
5933,29.5
5934,34.26
5935,32.5
5936,40.59
5937,31.5
5938,31.54
5939,30.6
5940,30.1
5941,30.6
5942,30.6
5943,30.6
5944,31.54
5945,35.15
5946,35.93
5947,39.95
5948,40.92
5949,34.2
5950,35.53
5951,26.0
5952,23.14
5953,23.14
5954,24.36
5955,24.67
5956,26.3
5957,28.18
5958,31.2
5959,32.0
5960,35.7
5961,34.7
5962,31.5
5963,29.0
5964,29.0
5965,29.7
5966,29.0
5967,29.0
5968,29.0
5969,29.4
5970,31.0
5971,31.5
5972,40.07
5973,29.7
5974,29.7
5975,29.7
5976,32.8
5977,32.57
5978,32.18
5979,32.22
5980,32.21
5981,32.52
5982,33.19
5983,35.09
5984,36.53
5985,39.97
5986,39.98
5987,36.99
5988,36.0
5989,35.09
5990,34.8
5991,34.34
5992,34.98
5993,32.0
5994,30.17
5995,30.17
5996,31.0
5997,34.3
5998,37.98
5999,34.78
6000,34.46
6001,34.2
6002,34.2
6003,34.2
6004,34.2
6005,34.2
6006,34.2
6007,34.2
6008,35.0
6009,37.27
6010,31.4
6011,31.3
6012,35.63
6013,34.98
6014,34.93
6015,34.87
6016,35.15
6017,39.3
6018,43.11
6019,49.55
6020,54.34
6021,32.0
6022,32.0
6023,32.0
6024,38.33
6025,34.09
6026,30.68
6027,30.68
6028,30.5
6029,34.16
6030,48.18
6031,63.52
6032,71.36
6033,33.0
6034,34.71
6035,47.83
6036,46.0
6037,45.23
6038,42.64
6039,42.23
6040,41.6
6041,45.14
6042,49.99
6043,60.94
6044,57.48
6045,45.94
6046,40.38
6047,34.35
6048,37.4
6049,37.2
6050,39.0
6051,37.0
6052,37.0
6053,36.65
6054,40.02
6055,44.95
6056,59.68
6057,41.0
6058,37.0
6059,37.0
6060,36.0
6061,35.47
6062,35.43
6063,35.04
6064,34.94
6065,38.34
6066,44.94
6067,160.86
6068,241.15
6069,241.15
6070,35.89
6071,31.7
6072,31.25
6073,30.23
6074,24.0
6075,20.5
6076,20.5
6077,24.0
6078,30.0
6079,30.0
6080,30.7
6081,30.9
6082,30.6
6083,30.0
6084,29.3
6085,29.75
6086,33.73
6087,33.24
6088,32.82
6089,29.5
6090,29.5
6091,29.5
6092,30.0
6093,27.0
6094,25.21
