,Price for consumption [EUR/MWh] - MBA|DK2
8088,30.6
8089,30.56
8090,30.56
8091,34.62
8092,34.76
8093,35.99
8094,37.51
8095,42.69
8096,53.4
8097,56.0
8098,56.0
8099,49.79
8100,49.2
8101,47.32
8102,47.99
8103,38.0
8104,43.17
8105,93.55
8106,39.0
8107,39.0
8108,48.52
8109,35.0
8110,35.0
8111,36.0
8112,37.57
8113,39.0
8114,36.82
8115,30.38
8116,31.75
8117,33.79
8118,35.29
8119,39.57
8120,48.3
8121,37.8
8122,37.0
8123,35.5
8124,35.84
8125,35.84
8126,34.31
8127,34.85
8128,36.0
8129,36.5
8130,42.43
8131,40.41
8132,34.0
8133,34.0
8134,34.0
8135,32.79
8136,24.94
8137,25.18
8138,23.65
8139,18.77
8140,13.6
8141,19.14
8142,25.16
8143,34.5
8144,36.0
8145,37.0
8146,38.89
8147,38.92
8148,38.9
8149,37.99
8150,37.79
8151,37.6
8152,37.43
8153,40.89
8154,40.5
8155,40.5
8156,37.18
8157,39.0
8158,39.0
8159,29.0
8160,16.1
8161,14.55
8162,4.16
8163,0.06
8164,12.31
8165,12.31
8166,0.07
8167,31.59
8168,33.66
8169,34.74
8170,36.06
8171,36.3
8172,36.5
8173,-6.56
8174,35.57
8175,31.0
8176,31.0
8177,34.0
8178,35.0
8179,35.1
8180,37.2
8181,30.5
8182,30.5
8183,30.5
8184,21.0
8185,14.5
8186,-1.0
8187,-16.86
8188,19.03
8189,22.68
8190,23.76
8191,14.51
8192,-2.75
8193,-7.97
8194,-5.4
8195,2.44
8196,7.33
8197,5.56
8198,1.15
8199,-0.08
8200,5.16
8201,30.5
8202,32.9
8203,34.0
8204,33.67
8205,14.52
8206,7.81
8207,0.49
8208,-6.82
8209,-11.1
8210,-15.1
8211,5.35
8212,5.35
8213,5.35
8214,-5.85
8215,32.9
8216,33.67
8217,35.1
8218,34.7
8219,34.7
8220,35.0
8221,35.0
8222,34.0
8223,34.0
8224,35.0
8225,35.15
8226,35.15
8227,34.0
8228,34.0
8229,34.0
8230,36.24
8231,25.31
8232,14.08
8233,25.18
8234,25.18
8235,25.18
8236,40.5
8237,40.6
8238,40.79
8239,43.24
8240,150.0
8241,270.34
8242,150.0
8243,80.0
8244,40.0
8245,54.32
8246,39.0
8247,37.53
8248,37.53
8249,37.53
8250,37.0
8251,35.0
8252,34.5
8253,32.0
8254,30.7
8255,28.1
8256,19.0
8257,6.0
8258,-5.0
8259,-5.0
8260,-5.0
8261,-3.35
8262,25.92
8263,31.4
8264,33.8
8265,33.8
8266,34.0
8267,34.0
8268,34.5
8269,80.0
8270,95.0
8271,51.29
8272,51.79
8273,52.86
8274,60.23
8275,56.36
8276,93.68
8277,71.06
8278,60.0
8279,34.0
8280,34.0
8281,33.0
8282,31.53
8283,29.0
8284,29.0
8285,30.0
8286,33.01
8287,35.0
8288,57.64
8289,61.6
8290,60.1
8291,168.0
8292,173.49
8293,260.55
8294,74.96
8295,260.55
8296,67.49
8297,37.0
8298,52.13
8299,47.05
8300,33.0
8301,33.0
8302,33.0
8303,37.5
8304,37.5
8305,38.0
8306,38.0
8307,38.0
8308,36.0
8309,37.3
8310,38.2
8311,38.4
8312,40.51
8313,42.94
8314,39.71
8315,38.91
8316,38.51
8317,42.0
8318,42.0
8319,42.0
8320,42.0
8321,43.96
8322,49.66
8323,45.59
8324,38.51
8325,38.64
8326,36.51
8327,35.21
8328,33.96
8329,34.39
8330,27.0
8331,22.0
8332,19.71
8333,20.0
8334,22.36
8335,22.36
8336,33.31
8337,34.19
8338,38.3
8339,40.0
8340,39.8
8341,40.2
8342,40.2
8343,40.0
8344,39.0
8345,39.0
8346,39.0
8347,35.77
8348,34.93
8349,33.92
8350,36.9
8351,36.77
8352,4.39
8353,-17.4
8354,-18.74
8355,2.3
8356,3.9
8357,35.79
8358,35.5
8359,34.2
8360,34.2
8361,37.28
8362,38.5
8363,39.0
8364,36.3
8365,34.88
8366,34.81
8367,34.71
8368,35.83
8369,36.71
8370,33.5
8371,33.5
8372,33.5
8373,39.4
8374,39.4
8375,38.1
8376,-5.09
8377,27.0
8378,27.0
8379,27.0
8380,37.8
8381,37.5
8382,36.84
8383,33.0
8384,33.0
8385,34.1
8386,35.0
8387,35.0
8388,35.0
8389,37.0
8390,39.76
8391,41.41
8392,37.1
8393,37.1
8394,37.1
8395,50.71
8396,37.0
8397,35.5
8398,35.5
8399,35.0
8400,35.0
8401,32.71
8402,32.0
8403,32.0
8404,31.92
8405,31.92
8406,32.0
8407,32.42
8408,33.5
8409,36.0
8410,35.91
8411,35.1
8412,35.1
8413,36.0
8414,36.05
8415,36.41
8416,38.0
8417,37.0
8418,37.4
8419,38.79
8420,37.96
8421,37.21
8422,39.0
8423,39.0
8424,39.0
8425,35.73
8426,37.5
8427,37.5
8428,26.04
8429,28.39
8430,30.19
8431,37.61
8432,40.63
8433,47.45
8434,41.19
8435,43.0
8436,41.9
8437,39.88
8438,34.5
8439,34.5
8440,35.0
8441,36.23
8442,54.19
8443,51.0
8444,36.0
8445,37.19
8446,34.1
8447,33.01
8448,31.0
8449,28.36
8450,24.0
8451,24.0
8452,28.0
8453,30.1
8454,32.0
8455,33.83
8456,34.1
8457,35.2
8458,35.5
8459,35.5
8460,35.5
8461,35.5
8462,34.0
8463,34.0
8464,37.0
8465,37.0
8466,37.0
8467,34.83
8468,34.33
8469,32.84
8470,33.0
8471,37.9
8472,38.0
8473,37.0
8474,37.5
8475,37.5
8476,35.5
8477,28.0
8478,32.5
8479,32.5
8480,34.0
8481,35.06
8482,34.5
8483,34.5
8484,34.5
8485,34.5
8486,34.0
8487,34.1
8488,34.5
8489,37.46
8490,37.45
8491,34.41
8492,34.41
8493,35.16
8494,31.0
8495,32.0
8496,32.69
8497,36.0
8498,37.5
8499,37.5
8500,37.5
8501,37.5
8502,37.5
8503,30.0
8504,30.0
8505,37.6
8506,40.5
8507,41.0
8508,38.5
8509,38.9
8510,38.5
8511,36.78
8512,37.43
8513,39.39
8514,42.2
8515,37.76
8516,36.92
8517,38.5
8518,38.5
8519,38.9
8520,38.9
8521,37.5
8522,37.5
8523,37.5
8524,33.18
8525,28.0
8526,28.0
8527,31.9
8528,33.77
8529,35.02
8530,38.5
8531,39.1
8532,40.1
8533,40.1
8534,40.0
8535,38.5
8536,38.7
8537,38.44
8538,34.7
8539,35.5
8540,34.0
8541,33.06
8542,33.0
8543,31.0
8544,27.1
8545,27.1
8546,27.1
8547,30.0
8548,30.16
8549,33.61
8550,31.63
8551,31.63
8552,32.1
8553,33.0
8554,37.56
8555,37.4
8556,38.3
8557,40.5
8558,40.8
8559,40.8
8560,37.51
8561,37.97
8562,39.21
8563,40.93
8564,34.2
8565,34.5
8566,34.5
8567,35.64
8568,33.91
8569,33.8
8570,33.36
8571,32.32
8572,27.09
8573,13.27
8574,14.6
8575,30.01
8576,35.24
8577,36.39
8578,38.6
8579,38.6
8580,38.6
8581,38.6
8582,38.6
8583,39.5
8584,40.7
8585,40.5
8586,35.0
8587,33.29
8588,32.5
8589,28.0
8590,28.0
8591,32.0
8592,34.55
8593,33.69
8594,33.07
8595,32.23
8596,32.02
8597,32.94
8598,34.5
8599,34.67
8600,33.0
8601,33.0
8602,36.02
8603,36.86
8604,38.3
8605,38.37
8606,38.37
8607,37.9
8608,38.4
8609,38.4
8610,38.4
8611,40.0
8612,40.0
8613,38.0
8614,39.26
8615,39.26
8616,38.0
8617,38.0
8618,36.5
8619,34.6
8620,34.5
8621,34.5
8622,34.87
8623,37.6
8624,37.6
8625,37.6
8626,36.34
8627,36.19
8628,36.59
8629,38.4
8630,38.37
8631,37.3
8632,38.53
8633,39.75
8634,42.55
8635,42.64
8636,40.92
8637,37.24
8638,34.34
8639,34.5
8640,33.0
8641,29.0
8642,-2.54
8643,-6.29
8644,-6.29
8645,-3.35
8646,27.1
8647,31.5
8648,32.0
8649,33.33
8650,33.33
8651,34.1
8652,34.1
8653,35.0
8654,35.0
8655,36.0
8656,45.13
8657,46.53
8658,49.38
8659,44.88
8660,43.99
8661,39.52
8662,36.67
8663,35.75
8664,34.49
8665,36.5
8666,37.5
8667,37.46
8668,30.82
8669,30.53
8670,28.8
8671,24.1
8672,27.1
8673,31.4
8674,38.45
8675,38.98
8676,38.98
8677,37.0
8678,34.61
8679,35.5
8680,37.0
8681,37.73
8682,37.48
8683,36.26
8684,35.55
8685,34.97
8686,35.14
8687,35.5
8688,36.0
8689,37.0
8690,38.0
8691,38.0
8692,37.7
8693,36.0
8694,36.0
8695,34.8
8696,12.55
8697,-1.91
8698,16.0
8699,25.0
8700,16.0
8701,21.0
8702,21.0
8703,21.0
8704,27.4
8705,33.74
8706,30.9
8707,30.91
8708,28.5
8709,28.5
8710,25.81
8711,19.12
8712,20.86
8713,11.07
8714,11.84
8715,6.16
8716,1.4
8717,4.81
8718,16.43
8719,22.0
8720,22.0
8721,24.1
8722,28.0
8723,27.36
8724,27.36
8725,28.0
8726,24.0
8727,24.0
8728,28.0
8729,27.7
8730,27.0
8731,28.0
8732,23.0
8733,16.21
8734,16.21
8735,16.21
8736,16.21
8737,15.21
8738,21.59
8739,12.84
8740,4.97
8741,9.81
8742,18.37
8743,23.5
8744,27.17
8745,30.82
8746,32.28
8747,31.45
8748,27.5
8749,27.5
8750,28.4
8751,28.4
8752,30.0
8753,36.0
8754,37.0
8755,44.73
8756,50.35
8757,34.48
8758,34.0
8759,35.0
